participant,expectancy,owner,rt,accuracy
P1,self,self,427.18510359760455,1
P1,self,self,329.1635686257522,1
P1,self,self,611.572218590946,1
P1,self,self,509.5840342847322,1
P1,self,self,442.24027390097615,1
P1,self,self,608.0512511425907,1
P1,self,self,513.0678681607733,1
P1,self,self,522.8110742311641,1
P1,self,self,422.2034651452902,1
P1,self,self,405.4367096806275,1
P1,self,self,585.4840569229054,0
P1,self,self,433.35880778673237,1
P1,self,self,571.5009395487477,0
P1,self,self,531.8352426531283,1
P1,self,self,506.56277803337144,1
P1,self,self,516.3603106536372,0
P1,self,self,519.5110639965058,1
P1,self,self,717.1923226590118,0
P1,self,self,425.2223538299076,1
P1,self,self,510.2869739443438,1
P1,self,self,493.8620039328122,1
P1,self,self,578.0659638222908,1
P1,self,self,677.8481415110348,1
P1,self,self,540.7795527513198,1
P1,self,self,473.58413567783396,0
P1,self,self,508.0163185026397,1
P1,self,self,341.1301223563339,1
P1,self,self,637.5076575949921,0
P1,self,self,503.6113345396235,1
P1,self,self,370.33404113249344,1
P1,self,self,331.9974359108862,0
P1,self,self,443.7384741701024,1
P1,self,self,376.723932104065,1
P1,self,self,455.78931110518306,0
P1,self,self,500.72995433769375,1
P1,self,self,506.4963258430654,1
P1,self,self,426.8337173628236,1
P1,self,self,265.8786611586722,1
P1,self,self,378.3855958502285,1
P1,self,self,525.5001808226893,1
P1,self,self,463.30076377382534,1
P1,self,self,461.61077750964404,0
P1,self,self,434.35980826828785,1
P1,self,self,519.2971470067652,1
P1,self,self,440.18181861884096,1
P1,self,self,561.4943510955043,1
P1,self,self,436.9656031270492,1
P1,self,self,524.9913512103245,1
P1,self,self,420.50187351676243,0
P1,self,self,205.19440879878533,1
P1,self,self,402.644512058976,1
P1,self,self,460.48555482724555,1
P1,self,self,492.35040180573685,1
P1,self,self,490.4475767106762,1
P1,self,self,498.22753526843223,1
P1,self,self,489.206792093436,1
P1,self,friend,642.2072252858479,0
P1,self,friend,492.01423727294645,1
P1,self,friend,417.7493753985475,0
P1,self,friend,534.3925014923326,0
P1,self,friend,636.6376690111731,1
P1,self,friend,551.0413095721027,1
P1,self,friend,380.04935884724136,1
P1,self,friend,432.55499014575065,1
P1,self,friend,563.3227678070723,1
P1,self,friend,466.59594652005643,0
P1,self,friend,595.9039580114572,1
P1,self,friend,464.34724676115616,1
P1,self,friend,500.55547955536946,1
P1,self,friend,445.5799273083999,1
P1,self,friend,444.1053417721469,0
P1,self,friend,617.4676938960517,1
P1,self,friend,671.8941989463771,1
P1,self,friend,306.8308522747573,1
P1,self,friend,425.27192938641105,1
P1,self,friend,588.0882051539458,1
P1,self,friend,527.8605564744386,1
P1,self,friend,502.88162727396247,1
P1,self,friend,566.6859666911425,1
P1,self,friend,636.7707252052471,1
P1,self,friend,412.6521237522158,1
P1,self,friend,428.162746871687,1
P1,self,friend,377.74189363376433,1
P1,self,friend,553.1239067141627,0
P1,self,friend,526.4624200398183,1
P1,self,friend,590.412993997665,1
P1,self,friend,524.2402963308849,1
P1,self,friend,515.8346183275784,1
P1,self,friend,508.01267219295465,1
P1,self,friend,623.889851666879,1
P1,self,friend,659.618996668876,1
P1,self,friend,493.7907800605164,1
P1,self,friend,637.2624183078008,0
P1,self,friend,611.5340338813929,0
P1,self,friend,486.1257271624215,0
P1,self,friend,617.8710289911776,1
P1,self,friend,438.014617701504,1
P1,self,friend,603.7407566173179,1
P1,self,friend,581.5956720365734,1
P1,self,friend,479.99854060406403,0
P1,self,friend,554.8428462693038,0
P1,self,friend,506.7124820432537,1
P1,self,friend,660.6099409831285,1
P1,self,friend,427.4650203869538,1
P1,self,friend,479.8173252391448,1
P1,self,friend,523.7297172889597,1
P1,self,friend,459.6858943635363,1
P1,self,friend,555.876770551812,1
P1,self,friend,463.4832348764484,1
P1,self,friend,525.4306153864864,1
P1,self,friend,581.6684951689222,0
P1,self,friend,502.1812007102848,1
P1,self,friend,374.39940554338307,1
P1,self,friend,471.69454511829565,1
P1,self,friend,429.54546476197135,1
P1,self,friend,398.92152109979463,1
P1,self,friend,488.34554347438404,0
P1,self,friend,663.7588607255284,1
P1,self,friend,450.94238301441396,0
P1,self,friend,679.9867821241071,1
P1,self,friend,494.7685215696971,1
P1,self,friend,452.98500936915235,0
P1,self,friend,578.8402570093779,0
P1,self,friend,712.0672914482225,0
P1,self,friend,430.2301712290284,0
P1,self,friend,520.1296896305485,1
P1,self,friend,574.343589533874,0
P1,self,friend,600.0909652199864,0
P1,self,friend,451.7872128698149,0
P1,self,friend,644.0929051420584,0
P1,self,friend,470.04082473976246,0
P1,self,friend,464.3130309309479,1
P1,self,friend,414.11203054715804,1
P1,self,friend,487.025602378326,1
P1,self,friend,495.11239500538375,1
P1,self,friend,653.7173996997332,0
P1,self,friend,537.1040625445215,1
P1,self,friend,560.1469003874086,1
P1,self,friend,578.5968256582847,0
P1,self,friend,605.2213648455144,1
P1,self,friend,568.8809463412126,1
P1,self,friend,330.65692286337446,1
P1,self,friend,522.5824147051298,1
P1,self,friend,670.7411340833444,1
P1,self,friend,656.2563170219958,0
P1,self,friend,621.3628120338224,1
P1,self,friend,594.5914440591674,1
P1,self,friend,504.9870714593683,0
P1,self,friend,572.7130336436448,1
P1,self,friend,460.9872618890803,0
P1,self,friend,450.0958355374263,1
P1,self,friend,466.1505808516281,0
P1,self,friend,607.4497027395828,1
P1,self,friend,576.4922693839792,1
P1,self,friend,551.4638797231418,1
P1,self,friend,486.01729408009066,1
P1,self,friend,394.44245986580586,1
P1,self,friend,634.8241387021408,0
P1,self,friend,563.5380781682214,0
P1,self,friend,447.5279643294948,1
P1,self,friend,566.4079402415832,1
P1,self,friend,358.24718960479686,1
P1,self,friend,483.47149117850324,1
P1,self,friend,506.6381566101428,0
P1,self,friend,487.0124366077829,1
P1,self,friend,657.9296514841681,1
P1,self,friend,465.0985601755971,1
P1,self,friend,375.41781824352165,0
P1,self,friend,588.382462458178,1
P1,self,friend,487.502976877155,1
P1,self,friend,465.852279292748,1
P1,self,friend,482.32585971337545,1
P1,self,friend,453.41462236608004,1
P1,self,friend,543.3595854408095,1
P1,self,friend,432.4448714005072,1
P1,self,friend,553.4039687433726,1
P1,self,friend,633.2942117784877,1
P1,self,friend,415.8477451331008,1
P1,self,friend,756.5317620509254,1
P1,self,friend,616.9981993251768,1
P1,self,friend,401.43410595073726,0
P1,self,friend,590.6844750147602,1
P1,self,friend,520.9343570404252,1
P1,self,friend,602.8060871762546,1
P1,self,friend,545.157143193622,0
P1,self,friend,509.5447072123829,1
P1,self,friend,491.02141530904663,1
P1,self,friend,494.1649711845846,1
P1,self,friend,507.7182198012887,1
P1,self,friend,488.5449318812731,0
P1,self,friend,580.2191869864898,1
P1,self,friend,569.1722428267062,1
P1,self,friend,556.4430312947632,1
P1,self,friend,538.2553726200232,0
P1,self,friend,633.3937515382169,1
P1,self,friend,466.888576659857,1
P1,self,friend,382.53168484196186,1
P1,self,friend,308.54966223934696,1
P1,self,friend,663.3228460391703,1
P1,self,friend,539.8706726850544,0
P1,self,friend,617.3467964592458,1
P1,self,friend,474.8673122473199,1
P1,self,friend,469.2297012960435,0
P1,self,friend,584.1284472585843,1
P1,self,friend,587.6514419685438,1
P1,self,friend,436.2471681153064,1
P1,self,friend,678.5796099390471,1
P1,self,friend,510.9592603473628,1
P1,self,friend,641.9577375912985,0
P1,self,friend,274.4604906856387,1
P1,self,friend,452.58844571209096,0
P1,self,friend,338.9563931022757,1
P1,self,friend,582.7315834682794,1
P1,self,friend,374.91651685342026,1
P1,self,friend,479.8883682049668,1
P1,self,friend,525.4719072076028,1
P1,self,friend,475.1576557561402,0
P1,self,friend,319.08682774482946,1
P1,self,friend,620.1051925983247,1
P1,self,friend,505.68283110432384,1
P1,self,friend,632.863538217089,1
P1,self,friend,484.7123400302398,1
P1,self,friend,540.20734376341,1
P1,self,friend,475.3190666129318,1
P1,friend,self,512.5723445306265,1
P1,friend,self,349.8974724427793,1
P1,friend,self,389.5956376993616,1
P1,friend,self,528.4499760375179,1
P1,friend,self,508.60241253663,0
P1,friend,self,432.7875196518596,1
P1,friend,self,383.2331108518528,1
P1,friend,self,308.19486429279146,1
P1,friend,self,515.0174612211249,1
P1,friend,self,561.876408552633,1
P1,friend,self,621.1962322947259,1
P1,friend,self,552.8145362621862,1
P1,friend,self,552.0928323305399,1
P1,friend,self,606.7180770235725,1
P1,friend,self,682.3803208821316,1
P1,friend,self,578.3665680326413,1
P1,friend,self,470.56196957585087,1
P1,friend,self,488.3897480438975,1
P1,friend,self,385.56205212075537,1
P1,friend,self,477.2257312212575,1
P1,friend,self,718.6714133061099,1
P1,friend,self,538.8318371597267,1
P1,friend,self,553.6959015523614,1
P1,friend,self,404.8762909130792,1
P1,friend,self,485.6374281229411,1
P1,friend,self,537.5828491143951,1
P1,friend,self,582.1285470724703,1
P1,friend,self,508.70626481843544,1
P1,friend,self,622.3837628137763,0
P1,friend,self,474.89958461756373,1
P1,friend,self,392.6102041177325,0
P1,friend,self,342.13330097014637,0
P1,friend,self,459.87281351886304,1
P1,friend,self,528.1747244199964,1
P1,friend,self,551.5301061450664,1
P1,friend,self,525.4169350732369,1
P1,friend,self,555.0366033870116,1
P1,friend,self,364.249616365383,1
P1,friend,self,462.9393849633711,1
P1,friend,self,521.1794948851248,1
P1,friend,self,518.7718170203262,1
P1,friend,self,524.9980071760547,1
P1,friend,self,613.3171106021183,1
P1,friend,self,661.28976526461,0
P1,friend,self,458.34569429387875,1
P1,friend,self,494.1149459869959,0
P1,friend,self,403.2014091327905,1
P1,friend,self,550.9826030977375,1
P1,friend,self,581.6227555023411,1
P1,friend,self,561.5208513665445,0
P1,friend,self,453.146463051361,1
P1,friend,self,678.426219946969,1
P1,friend,self,480.52341095761255,1
P1,friend,self,529.8311376650373,1
P1,friend,self,494.773915925379,1
P1,friend,self,532.8482120019903,1
P1,friend,self,433.3363967765393,0
P1,friend,self,420.88422584368357,1
P1,friend,self,548.5933807074666,1
P1,friend,self,516.3573704151385,1
P1,friend,self,488.4352753503011,1
P1,friend,self,414.8418569232829,1
P1,friend,self,479.3004166354558,1
P1,friend,self,395.1097256823188,1
P1,friend,self,549.5906351106827,0
P1,friend,self,458.48673192518913,1
P1,friend,self,577.4350641387111,1
P1,friend,self,360.4972132312889,1
P1,friend,self,625.4373351332999,1
P1,friend,self,361.16007898338637,1
P1,friend,self,623.9819742732348,1
P1,friend,self,573.6541202509526,1
P1,friend,self,423.10681454322474,1
P1,friend,self,479.0955901004099,1
P1,friend,self,527.8016946466697,0
P1,friend,self,389.6655738035285,1
P1,friend,self,618.0929800031466,1
P1,friend,self,495.92858991878376,1
P1,friend,self,562.5381953090252,1
P1,friend,self,559.4480403462233,1
P1,friend,self,513.1186442905531,1
P1,friend,self,513.5957327405852,1
P1,friend,self,659.2842579386296,1
P1,friend,self,599.6941425438459,1
P1,friend,self,594.8999449961683,1
P1,friend,self,549.9012647043044,1
P1,friend,self,556.1746243856495,1
P1,friend,self,526.1682178101726,1
P1,friend,self,382.7122904006279,0
P1,friend,self,512.2079032613752,1
P1,friend,self,468.13055321135073,0
P1,friend,self,475.7598082000752,1
P1,friend,self,436.8835940514498,1
P1,friend,self,535.2778981082824,1
P1,friend,self,491.2772490611136,1
P1,friend,self,350.8137208637153,1
P1,friend,self,439.70806413833577,0
P1,friend,self,608.8105217086186,0
P1,friend,self,523.1001145175768,1
P1,friend,self,508.2146977540593,1
P1,friend,self,511.9565451933189,1
P1,friend,self,500.34799177320116,1
P1,friend,self,417.8118793913311,1
P1,friend,self,481.13224251240337,0
P1,friend,self,640.0551257804366,1
P1,friend,self,553.9484235932883,1
P1,friend,self,636.6138598706473,1
P1,friend,self,601.4812464711813,1
P1,friend,self,643.4042770011163,1
P1,friend,self,585.827584872069,1
P1,friend,self,597.6649934912095,1
P1,friend,self,455.85301516748626,1
P1,friend,self,418.6771390457592,1
P1,friend,self,466.05516102111113,1
P1,friend,self,410.2009178619732,1
P1,friend,self,409.8109355116212,0
P1,friend,self,536.9835368120463,1
P1,friend,self,480.67772371153194,1
P1,friend,self,662.2924323138392,1
P1,friend,self,476.929006513649,1
P1,friend,self,367.316162078647,1
P1,friend,self,523.6412078812864,1
P1,friend,self,509.96315460071975,1
P1,friend,self,735.7943519455312,0
P1,friend,self,517.797093392461,0
P1,friend,self,510.32402525452704,1
P1,friend,self,340.3583588638186,1
P1,friend,self,600.7687159174225,1
P1,friend,self,610.7834827509674,1
P1,friend,self,493.5626561354578,1
P1,friend,self,516.9707130727828,1
P1,friend,self,318.24032009177205,1
P1,friend,self,475.4066187937623,1
P1,friend,self,547.1671441602213,1
P1,friend,self,639.3691279624252,1
P1,friend,self,435.3498868756923,1
P1,friend,self,418.15545836970927,1
P1,friend,self,550.8962403034626,1
P1,friend,self,598.8921626585646,1
P1,friend,self,453.7283387290238,1
P1,friend,self,518.6045909477328,0
P1,friend,self,508.83755669620825,0
P1,friend,self,512.9551339525782,1
P1,friend,self,493.39312931880386,0
P1,friend,self,571.4825409074219,1
P1,friend,self,582.2479636618787,1
P1,friend,self,575.1843069525021,1
P1,friend,self,504.7245764150307,1
P1,friend,self,449.5269429221558,1
P1,friend,self,272.19977876860685,0
P1,friend,self,609.4697036665609,1
P1,friend,self,494.51889389449684,1
P1,friend,self,440.89063015080086,1
P1,friend,self,473.1598989021,1
P1,friend,self,536.4528836837322,0
P1,friend,self,448.2000142817819,1
P1,friend,self,487.17268096065396,1
P1,friend,self,600.4243276444879,1
P1,friend,self,409.86866525223536,1
P1,friend,self,520.3499548020634,1
P1,friend,self,520.1696630019553,0
P1,friend,self,512.4003013330188,1
P1,friend,self,458.202893027164,1
P1,friend,self,604.299759739198,1
P1,friend,self,740.730970382379,1
P1,friend,self,612.5258671306326,1
P1,friend,self,354.837278236094,1
P1,friend,self,528.3597141611813,0
P1,friend,friend,488.5138561179567,1
P1,friend,friend,533.8806940382784,1
P1,friend,friend,556.6063690984757,1
P1,friend,friend,515.3914941259239,1
P1,friend,friend,511.21463002476816,1
P1,friend,friend,506.31675723662113,1
P1,friend,friend,502.07943963942745,0
P1,friend,friend,531.9928706334226,1
P1,friend,friend,542.9503901341966,0
P1,friend,friend,491.73720795891177,1
P1,friend,friend,454.9611224001702,1
P1,friend,friend,374.97385523586166,0
P1,friend,friend,552.8320791462143,1
P1,friend,friend,573.5879396362282,0
P1,friend,friend,361.3948472176266,1
P1,friend,friend,500.4641548983414,1
P1,friend,friend,417.32378172744114,0
P1,friend,friend,475.00350620486364,0
P1,friend,friend,531.8672307223699,1
P1,friend,friend,569.377631534344,1
P1,friend,friend,502.9015035218479,1
P1,friend,friend,480.3367006928006,1
P1,friend,friend,382.9233998466267,1
P1,friend,friend,552.0751579027826,1
P1,friend,friend,511.31746660578415,1
P1,friend,friend,529.8505497316334,1
P1,friend,friend,449.73224949796537,1
P1,friend,friend,466.1596532227547,0
P1,friend,friend,598.5530623794416,1
P1,friend,friend,678.5930493363217,1
P1,friend,friend,372.9388166563889,1
P1,friend,friend,431.9956917980698,1
P1,friend,friend,417.2876450178466,1
P1,friend,friend,615.4636681388624,1
P1,friend,friend,417.18779968631964,1
P1,friend,friend,527.3542863941426,0
P1,friend,friend,449.15486610641346,1
P1,friend,friend,550.4641933882368,1
P1,friend,friend,548.3186150409318,1
P1,friend,friend,500.7264782334641,1
P1,friend,friend,554.1406761970463,0
P1,friend,friend,501.7025577108615,1
P1,friend,friend,583.7723721787593,1
P1,friend,friend,545.3638231489434,1
P1,friend,friend,435.21989440199815,1
P1,friend,friend,421.2496260782192,1
P1,friend,friend,591.9993482541206,1
P1,friend,friend,427.20219789944366,1
P1,friend,friend,488.25069431414687,1
P1,friend,friend,509.4433525156945,1
P1,friend,friend,503.1669227401869,1
P1,friend,friend,583.5628427092106,1
P1,friend,friend,505.23652474734274,1
P1,friend,friend,640.7874226975016,1
P1,friend,friend,616.628637095917,0
P1,friend,friend,482.6876604489929,1
P2,self,self,341.1036832841952,1
P2,self,self,500.07151445143455,1
P2,self,self,568.3673138524346,1
P2,self,self,336.74428958137054,1
P2,self,self,475.89561835090956,1
P2,self,self,504.8676649616547,1
P2,self,self,486.7232890846097,1
P2,self,self,511.3666987239826,0
P2,self,self,681.7152465603124,1
P2,self,self,397.02367239037994,1
P2,self,self,544.8038063018993,1
P2,self,self,529.1506794963339,1
P2,self,self,489.25764775911904,1
P2,self,self,505.25860462090384,1
P2,self,self,507.6004268849092,1
P2,self,self,587.7368094439937,0
P2,self,self,380.1351860315518,1
P2,self,self,394.5277234906778,1
P2,self,self,439.1805655015764,1
P2,self,self,418.7911547566457,1
P2,self,self,627.5746596966951,1
P2,self,self,449.58481027410323,1
P2,self,self,310.4575409548827,1
P2,self,self,582.8328564579426,1
P2,self,self,522.0045442367878,1
P2,self,self,634.9333076276922,1
P2,self,self,675.6606390281634,0
P2,self,self,572.3571474342624,1
P2,self,self,415.0790564114517,1
P2,self,self,482.36659925903734,1
P2,self,self,527.6962327365526,1
P2,self,self,359.2945421141746,0
P2,self,self,444.023058827832,1
P2,self,self,528.0038515427866,1
P2,self,self,637.4546357826143,1
P2,self,self,645.1615996018687,0
P2,self,self,537.6824297180218,1
P2,self,self,499.05292623351596,1
P2,self,self,491.6439720943887,1
P2,self,self,740.3115686981166,1
P2,self,self,462.6781645433952,1
P2,self,self,494.8093938949685,1
P2,self,self,613.3407901620365,1
P2,self,self,638.4594907350921,0
P2,self,self,518.3734991532511,1
P2,self,self,636.3939948496552,1
P2,self,self,439.28005935583565,1
P2,self,self,483.16355819670304,1
P2,self,self,522.1260020950605,1
P2,self,self,442.9599140207224,1
P2,self,self,617.0013734234603,1
P2,self,self,449.3633503131745,1
P2,self,self,568.8556082766313,1
P2,self,self,402.5789142435999,1
P2,self,self,539.4728504647283,1
P2,self,self,596.6813636020968,1
P2,self,friend,551.0928637350615,1
P2,self,friend,585.6847486466838,1
P2,self,friend,482.93299711726985,1
P2,self,friend,499.4571738429676,1
P2,self,friend,475.3261694307961,1
P2,self,friend,563.6390186883367,1
P2,self,friend,534.2738970516223,0
P2,self,friend,514.4915790238615,0
P2,self,friend,589.2632348481706,1
P2,self,friend,557.7762602399512,1
P2,self,friend,504.1295586188997,1
P2,self,friend,563.5985924349267,1
P2,self,friend,485.24108100188005,1
P2,self,friend,584.5597183061348,1
P2,self,friend,578.8852906824993,0
P2,self,friend,561.446945572902,1
P2,self,friend,692.4180654050084,1
P2,self,friend,440.7190989521076,0
P2,self,friend,483.1278678638992,0
P2,self,friend,550.3475260662115,1
P2,self,friend,603.2170313878102,1
P2,self,friend,550.7260228201534,1
P2,self,friend,588.6316017369937,1
P2,self,friend,526.9481067966211,1
P2,self,friend,522.4387001229317,0
P2,self,friend,499.6273909665817,0
P2,self,friend,698.7212308788562,1
P2,self,friend,317.85964396860396,1
P2,self,friend,671.245371809402,1
P2,self,friend,459.0985307911395,1
P2,self,friend,476.13336114462373,1
P2,self,friend,339.0081810226857,1
P2,self,friend,584.4998723034076,1
P2,self,friend,681.9900182221004,0
P2,self,friend,355.5796247686167,0
P2,self,friend,465.3625804224978,1
P2,self,friend,521.5000355204169,1
P2,self,friend,599.4007472571556,0
P2,self,friend,520.7590499445429,1
P2,self,friend,649.1481717605623,1
P2,self,friend,632.6923767123893,1
P2,self,friend,451.1692046860835,1
P2,self,friend,565.2011902672671,1
P2,self,friend,478.1762568682647,1
P2,self,friend,503.75097064741885,0
P2,self,friend,477.47751578633756,1
P2,self,friend,470.4822388003446,1
P2,self,friend,563.4443291588366,1
P2,self,friend,405.11148351111495,1
P2,self,friend,628.5006967378623,1
P2,self,friend,490.6367312107721,1
P2,self,friend,577.263415633398,1
P2,self,friend,524.3323971559798,0
P2,self,friend,695.0320210651523,1
P2,self,friend,527.2056679298571,1
P2,self,friend,611.5333406311393,1
P2,self,friend,471.1865828715951,0
